"item1"	"item2"	"correlation"
"2525"	"készít"	"interjú"	0.172923134558253
"2526"	"szijjártó"	"interjú"	0.131040765385658
"2527"	"kancellár"	"interjú"	0.124358161571137
"2528"	"adott"	"interjú"	0.206291417635789
"2529"	"korábbi"	"interjú"	0.106962672474186
"2530"	"címu"	"interjú"	0.101325602378416
"2531"	"történet"	"interjú"	0.123356598493147
"2532"	"találkozó"	"interjú"	0.116983409062001
"2533"	"petra"	"interjú"	0.19282686717302
"2534"	"nyilatkozik"	"interjú"	0.187132290950409
"2535"	"elmesél"	"interjú"	0.107633252921746
"2536"	"rendezo"	"interjú"	0.101506488432815
"2537"	"zaklatás"	"interjú"	0.11688379769583
"2538"	"spacey"	"interjú"	0.165468895179308
"2539"	"forabbi"	"interjú"	0.225299807052952
"2540"	"sziget"	"interjú"	0.124992278611052
"2541"	"horvát"	"interjú"	0.127624347993306
"2542"	"ezelott"	"magyarországi"	0.243574109930289
"2543"	"migráns"	"magyarországi"	0.176205944486172
"2544"	"magyar"	"magyarországi"	0.166300950222289
"2545"	"bevándorlás"	"magyarországi"	0.116278020967269
"2546"	"helyzet"	"magyarországi"	0.142347922086797
"2547"	"tíz"	"magyarországi"	0.104570014855824
"2548"	"jog"	"magyarországi"	0.128792760364474
"2549"	"unió"	"magyarországi"	0.111669379415862
"2550"	"nyugati"	"magyarországi"	0.141504017877307
"2551"	"közben"	"magyarországi"	0.122013475641506
"2552"	"mindez"	"magyarországi"	0.131672961886551
"2553"	"együttmuködés"	"magyarországi"	0.110142416938616
"2554"	"alól"	"magyarországi"	0.129005779797502
"2555"	"tudomás"	"magyarországi"	0.11549533933569
"2556"	"média"	"magyarországi"	0.237699293908068
"2557"	"mindaz"	"magyarországi"	0.116311311803315
"2558"	"óta"	"magyarországi"	0.203572573836637
"2559"	"mérték"	"magyarországi"	0.137685481891597
"2560"	"hónap"	"magyarországi"	0.273139505846044
"2561"	"elvárás"	"magyarországi"	0.127351388455754
"2562"	"hajlandó"	"magyarországi"	0.277218495265813
"2563"	"eljárás"	"magyarországi"	0.138955954863641
"2564"	"magyarország"	"magyarországi"	0.235255123252965
"2565"	"sajtó"	"magyarországi"	0.122041533945205
"2566"	"vonatkozó"	"magyarországi"	0.118185807899509
"2567"	"rend"	"magyarországi"	0.158585803359372
"2568"	"állítás"	"magyarországi"	0.158967975773188
"2569"	"ellenzéki"	"magyarországi"	0.362867502459497
"2570"	"eljut"	"magyarországi"	0.121816749878078
"2571"	"magatartás"	"magyarországi"	0.287117285824689
"2572"	"nyílt"	"magyarországi"	0.11778675726172
"2573"	"uniós"	"magyarországi"	0.138747845816205
"2574"	"dönto"	"magyarországi"	0.135862945660889
"2575"	"kötelezo"	"magyarországi"	0.181801601870635
"2576"	"mára"	"magyarországi"	0.215960007844165
"2577"	"visszatér"	"magyarországi"	0.102052876970447
"2578"	"zajlik"	"magyarországi"	0.102010550362535
"2579"	"rúg"	"magyarországi"	0.111902753772343
"2580"	"környezet"	"magyarországi"	0.145503117517209
"2581"	"nevezett"	"magyarországi"	0.130706789688204
"2582"	"fováros"	"magyarországi"	0.100678094752178
"2583"	"new"	"magyarországi"	0.109664093199965
"2584"	"york"	"magyarországi"	0.122632574583272
"2585"	"times"	"magyarországi"	0.109222835115769
"2586"	"eloírás"	"magyarországi"	0.275552480979541
"2587"	"hatóság"	"magyarországi"	0.160330617880636
"2588"	"zsidóság"	"magyarországi"	0.121579512328703
"2589"	"eleve"	"magyarországi"	0.14068944231881
"2590"	"végképp"	"magyarországi"	0.120232655828054
"2591"	"illegális"	"magyarországi"	0.126477320228592
"2592"	"uralom"	"magyarországi"	0.195921346788929
"2593"	"befogadó"	"magyarországi"	0.120672781745917
"2594"	"narancs"	"magyarországi"	0.105395638483041
"2595"	"június"	"magyarországi"	0.130829099458221
"2596"	"mentén"	"magyarországi"	0.12839613557698
"2597"	"remélheto"	"magyarországi"	0.15215279910981
"2598"	"turhetetlen"	"magyarországi"	0.10001232436228
"2599"	"keresztény"	"egyház"	0.119575126466242
"2600"	"templom"	"egyház"	0.145390998171556
"2601"	"isten"	"egyház"	0.113668895736913
"2602"	"iszlám"	"egyház"	0.146080651143078
"2603"	"vallási"	"egyház"	0.32612236881813
"2604"	"számos"	"egyház"	0.127438814440788
"2605"	"fog"	"egyház"	0.147356918438059
"2606"	"egészen"	"egyház"	0.153341701999587
"2607"	"szent"	"egyház"	0.225225213583607
"2608"	"ferenc"	"egyház"	0.213699904960028
"2609"	"oldal"	"egyház"	0.143246414800877
"2610"	"tévedés"	"egyház"	0.118608827463837
"2611"	"katolikus"	"egyház"	0.447980795477699
"2612"	"szék"	"egyház"	0.152027977244558
"2613"	"ellentét"	"egyház"	0.134008215513389
"2614"	"rossz"	"egyház"	0.110671642992452
"2615"	"esik"	"egyház"	0.101329320921885
"2616"	"ellenes"	"egyház"	0.143709851935805
"2617"	"szélsoséges"	"egyház"	0.12082745861077
"2618"	"hamis"	"egyház"	0.207456485026484
"2619"	"tekintet"	"egyház"	0.145426447302095
"2620"	"atya"	"egyház"	0.269176202664597
"2621"	"pap"	"egyház"	0.151596309568375
"2622"	"alapít"	"egyház"	0.114432980135386
"2623"	"meggyozodés"	"egyház"	0.138320753661739
"2624"	"szegény"	"egyház"	0.117228177463192
"2625"	"vallás"	"egyház"	0.337952070392331
"2626"	"könyv"	"egyház"	0.104912408833469
"2627"	"abortusz"	"egyház"	0.182824287504427
"2628"	"gyökér"	"egyház"	0.265335472334227
"2629"	"fejez"	"egyház"	0.115542599494024
"2630"	"nyilvános"	"egyház"	0.148876357472199
"2631"	"krisztus"	"egyház"	0.416170396778745
"2632"	"http"	"egyház"	0.180493429960698
"2633"	"szükség"	"egyház"	0.110145462884287
"2634"	"pápa"	"egyház"	0.407339296836587
"2635"	"püspök"	"egyház"	0.124036549338912
"2636"	"noha"	"egyház"	0.210389946012843
"2637"	"fenyegetés"	"egyház"	0.195776486645452
"2638"	"tanít"	"egyház"	0.127506743087507
"2639"	"hagyomány"	"egyház"	0.192676566583377
"2640"	"hit"	"egyház"	0.169847934369974
"2641"	"merénylet"	"egyház"	0.100260624010997
"2642"	"kritikus"	"egyház"	0.101440193500024
"2643"	"megmond"	"egyház"	0.113417140723472
"2644"	"tudomány"	"egyház"	0.121529065933319
"2645"	"végso"	"egyház"	0.170208058238762
"2646"	"ti"	"egyház"	0.106387488058499
"2647"	"kijelentés"	"egyház"	0.107093345825687
"2648"	"róma"	"egyház"	0.300911082012407
"2649"	"származó"	"egyház"	0.153828543716696
"2650"	"felháborodás"	"egyház"	0.10425110964687
"2651"	"említett"	"egyház"	0.102450960086103
"2652"	"tervez"	"egyház"	0.111963863278363
"2653"	"érkezik"	"vezeto"	0.145807315999439
"2654"	"emlékezik"	"vezeto"	0.100419449723198
"2655"	"orbán"	"vezeto"	0.110464703760078
"2656"	"kormányfo"	"vezeto"	0.112491576848069
"2657"	"helyzet"	"vezeto"	0.146091340405349
"2658"	"kerül"	"vezeto"	0.116389799867754
"2659"	"miatt"	"vezeto"	0.125556964652177
"2660"	"nyugati"	"vezeto"	0.104155234922614
"2661"	"politikus"	"vezeto"	0.135982548553767
"2662"	"szembeni"	"vezeto"	0.125800738712019
"2663"	"követo"	"vezeto"	0.113546553781731
"2664"	"csoport"	"vezeto"	0.137003915222908
"2665"	"miniszterelnök"	"vezeto"	0.109235483829391
"2666"	"utóbbi"	"vezeto"	0.100419213272318
"2667"	"elmond"	"vezeto"	0.101397080101905
"2668"	"bizottság"	"vezeto"	0.11327026238114
"2669"	"politikai"	"vezeto"	0.151801757540568
"2670"	"hatalom"	"vezeto"	0.12622436390115
"2671"	"látszik"	"vezeto"	0.12367582359791
"2672"	"nav"	"vezeto"	0.137608478723937
"2673"	"mutat"	"vezeto"	0.111878576413413
"2674"	"elnök"	"vezeto"	0.108517747522404
"2675"	"gábor"	"vezeto"	0.104402332822597
"2676"	"botrány"	"vezeto"	0.113277678795664
"2677"	"vezet"	"vezeto"	0.119286142720322
"2678"	"zoltán"	"vezeto"	0.113710115018178
"2679"	"szakérto"	"vezeto"	0.125198636470416
"2680"	"elem"	"vezeto"	0.100190564593596
"2681"	"lehetetlen"	"vezeto"	0.165745748500126
"2682"	"pozíció"	"vezeto"	0.150241803977997
"2683"	"oroszország"	"vezeto"	0.115623045591267
"2684"	"németországi"	"vezeto"	0.103053646372063
"2685"	"említ"	"vezeto"	0.10991696879879
"2686"	"afrikai"	"vezeto"	0.110431213195959
"2687"	"ügyész"	"vezeto"	0.112414318070974
"2688"	"mecset"	"vezeto"	0.124051319604653
"2689"	"valaha"	"vezeto"	0.111163058676508
"2690"	"tanácsköztársaság"	"vezeto"	0.110727221301146
"2691"	"vasárnapi"	"vezeto"	0.12140490764621
"2692"	"nélküli"	"ugyanaz"	0.114810977375709
"2693"	"meghal"	"ugyanaz"	0.109172883075952
"2694"	"tudomány"	"ugyanaz"	0.163519454428976
"2695"	"egység"	"ugyanaz"	0.130396767999236
"2696"	"évszázad"	"ugyanaz"	0.12880697817691
"2697"	"gyors"	"vég"	0.164946687683751
"2698"	"érték"	"vég"	0.168574301375978
"2699"	"ér"	"vég"	0.160255585043254
"2700"	"vet"	"vég"	0.117452719991072
"2701"	"vár"	"vég"	0.147481224730274
"2702"	"folyamatos"	"vég"	0.200134267395746
"2703"	"helyett"	"vég"	0.180914899718576
"2704"	"mérték"	"vég"	0.218068298430829
"2705"	"bizonyít"	"vég"	0.104535856007639
"2706"	"csapat"	"vég"	0.179836432341079
"2707"	"gyoztes"	"vég"	0.162040489382072
"2708"	"csökken"	"vég"	0.215149064404911
"2709"	"adat"	"vég"	0.110184089243015
"2710"	"valóság"	"vég"	0.138165948874279
"2711"	"háttér"	"vég"	0.10447327092714
"2712"	"vonatkozó"	"vég"	0.163893292532196
"2713"	"lassú"	"vég"	0.117488387457642
"2714"	"átlagos"	"vég"	0.288632032859118
"2715"	"százalékos"	"vég"	0.511008825349576
"2716"	"szereplo"	"vég"	0.238892422920648
"2717"	"várható"	"vég"	0.136335622026757
"2718"	"beszámoló"	"vég"	0.132703912627668
"2719"	"adósság"	"vég"	0.431721577964715
"2720"	"végül"	"vég"	0.131857085817781
"2721"	"puszta"	"vég"	0.104330268206542
"2722"	"szakasz"	"vég"	0.420508515752669
"2723"	"büszke"	"vég"	0.136586104739206
"2724"	"esemény"	"vég"	0.106729897357857
"2725"	"második"	"vég"	0.116850782201845
"2726"	"hadsereg"	"vég"	0.104553768805827
"2727"	"kezdve"	"vég"	0.192598288137924
"2728"	"igazából"	"vég"	0.107323929071329
"2729"	"idén"	"vég"	0.144543407605182
"2730"	"gdp"	"vég"	0.496876864969338
"2731"	"államadósság"	"vég"	0.518967472647793
"2732"	"énekel"	"vég"	0.146697279618573
"2733"	"himnusz"	"vég"	0.183603043349502
"2734"	"kormányzat"	"vég"	0.119176550138754
"2735"	"növekedés"	"vég"	0.367626876264687
"2736"	"május"	"vég"	0.107553963261999
"2737"	"negyedik"	"vég"	0.156511728604187
"2738"	"arányos"	"vég"	0.342723960919777
"2739"	"folyó"	"vég"	0.208596657649082
"2740"	"imf"	"vég"	0.296548254761507
"2741"	"mérkozés"	"vég"	0.193978274971443
"2742"	"szurkoló"	"vég"	0.147798293444296
"2743"	"muszlim"	"ezelott"	0.115847887849834
"2744"	"év"	"ezelott"	0.238663110427026
"2745"	"szomszéd"	"ezelott"	0.130605903796495
"2746"	"magyarországi"	"ezelott"	0.243574109930289
"2747"	"tíz"	"ezelott"	0.138991462922068
"2748"	"közben"	"ezelott"	0.106963705594698
"2749"	"média"	"ezelott"	0.157958112405948
"2750"	"óta"	"ezelott"	0.13000734156983
"2751"	"hónap"	"ezelott"	0.200595736480797
"2752"	"lakó"	"ezelott"	0.147006055126932
"2753"	"hajlandó"	"ezelott"	0.122012990946883
"2754"	"rend"	"ezelott"	0.103572282167651
"2755"	"ellenzéki"	"ezelott"	0.240320261765974
"2756"	"magatartás"	"ezelott"	0.197759998983977
"2757"	"mára"	"ezelott"	0.107090090152956
"2758"	"környezet"	"ezelott"	0.102487098651832
"2759"	"eloírás"	"ezelott"	0.134421829008223
"2760"	"másfél"	"ezelott"	0.11203550566428
"2761"	"év"	"történik"	0.152426115837684
"2762"	"ezelott"	"történik"	0.107036984677617
"2763"	"forrás"	"történik"	0.112785317986606
"2764"	"ha"	"történik"	0.166486765365902
"2765"	"ember"	"történik"	0.156946097751253
"2766"	"kapu"	"történik"	0.124107558795164
"2767"	"számol"	"történik"	0.110244234400767
"2768"	"utca"	"történik"	0.102815485646757
"2769"	"fél"	"történik"	0.121769672421469
"2770"	"férfi"	"történik"	0.188140081433413
"2771"	"éves"	"történik"	0.136421481919726
"2772"	"fiatal"	"történik"	0.114335186404916
"2773"	"helyszín"	"történik"	0.127478761297829
"2774"	"jelenlét"	"történik"	0.108592507259954
"2775"	"rendorség"	"történik"	0.211546223692881
"2776"	"orizet"	"történik"	0.124107558795164
"2777"	"elmondás"	"történik"	0.112544581190313
"2778"	"történt"	"történik"	0.193380393119769
"2779"	"miután"	"történik"	0.10020242012695
"2780"	"lány"	"történik"	0.118638374404754
"2781"	"támadó"	"történik"	0.102833330688155
"2782"	"hall"	"történik"	0.10022916045046
"2783"	"eset"	"történik"	0.212153176532876
"2784"	"muködik"	"történik"	0.112260911023745
"2785"	"gyilkosság"	"történik"	0.16414444307645
"2786"	"büntet"	"történik"	0.128261600934358
"2787"	"nehéz"	"történik"	0.100780249850955
"2788"	"három"	"történik"	0.128093708199175
"2789"	"beszél"	"történik"	0.103594125221128
"2790"	"hvg"	"történik"	0.10917862854498
"2791"	"helyi"	"történik"	0.163534500672592
"2792"	"balhé"	"történik"	0.108614308731278
"2793"	"ügy"	"történik"	0.125773774701377
"2794"	"miként"	"történik"	0.107517108608761
"2795"	"sor"	"történik"	0.14489604385428
"2796"	"rendor"	"történik"	0.249276474810187
"2797"	"buncselekmény"	"történik"	0.149350298087748
"2798"	"feljelentés"	"történik"	0.132846010214365
"2799"	"megeroszakol"	"történik"	0.107420953275619
"2800"	"rendori"	"történik"	0.112105714983164
"2801"	"részletes"	"történik"	0.108335639906824
"2802"	"beszámoló"	"történik"	0.100962993874577
"2803"	"fiú"	"történik"	0.105951999233352
"2804"	"szakasz"	"történik"	0.103300979745316
"2805"	"ügyvéd"	"történik"	0.106439744827027
"2806"	"ko"	"történik"	0.108526973622295
"2807"	"dobál"	"történik"	0.139810835421739
"2808"	"afgán"	"történik"	0.116348712380776
"2809"	"juhász"	"történik"	0.131799389666046
"2810"	"falu"	"történik"	0.169759451998638
"2811"	"kevésbé"	"történik"	0.11233462402511
"2812"	"parancs"	"történik"	0.121781453397218
"2813"	"merénylet"	"történik"	0.101084653479245
"2814"	"hatóság"	"történik"	0.116391914823191
"2815"	"cigány"	"történik"	0.120021784277853
"2816"	"legtöbb"	"történik"	0.114170792840406
"2817"	"agyonver"	"történik"	0.1128188030288
"2818"	"fegyveres"	"történik"	0.143687100492475
"2819"	"ablak"	"történik"	0.11338515257983
"2820"	"eroszak"	"történik"	0.171569752367551
"2821"	"ilyesmi"	"történik"	0.102561179689931
"2822"	"idos"	"történik"	0.121573436084005
"2823"	"zaklat"	"történik"	0.101298922427405
"2824"	"calais"	"történik"	0.114757244371694
"2825"	"incidens"	"történik"	0.195675548419953
"2826"	"vasárnapi"	"történik"	0.119874510021597
"2827"	"feszültség"	"történik"	0.117313270156008
"2828"	"épül"	"arab"	0.111426648481449
"2829"	"iszlám"	"arab"	0.116622177978126
"2830"	"szaúd"	"arab"	0.143111303987881
"2831"	"arábia"	"arab"	0.158956087632965
"2832"	"kelet"	"arab"	0.108868451893682
"2833"	"rasszizmus"	"arab"	0.126510287674894
"2834"	"fiatal"	"arab"	0.115440160729216
"2835"	"különbség"	"arab"	0.130691041673215
"2836"	"gyermek"	"arab"	0.127377448139966
"2837"	"bosszú"	"arab"	0.102574234531986
"2838"	"keleti"	"arab"	0.253023082487916
"2839"	"válik"	"arab"	0.111886532130955
"2840"	"tavasz"	"arab"	0.15037806136185
"2841"	"közel"	"arab"	0.208482113422361
"2842"	"háború"	"arab"	0.111769857459285
"2843"	"egyesült"	"arab"	0.12369639059193
"2844"	"nyelv"	"arab"	0.142228941903769
"2845"	"fordít"	"arab"	0.119762070939576
"2846"	"határozott"	"arab"	0.101468947173354
"2847"	"afrikai"	"arab"	0.131509661099736
"2848"	"izrael"	"arab"	0.137000547915351
"2849"	"amerikai"	"arab"	0.119540011535937
"2850"	"végso"	"arab"	0.10391303873945
"2851"	"olaj"	"arab"	0.182043308499217
"2852"	"rezsim"	"arab"	0.100044659232936
"2853"	"konfliktus"	"arab"	0.20165151629131
"2854"	"államok"	"arab"	0.121724776695498
"2855"	"sennels"	"arab"	0.142269681195052
"2856"	"forabbi"	"arab"	0.120792236841237
"2857"	"külpolitika"	"arab"	0.117999049853216
"2858"	"öt"	"békés"	0.114338194894091
"2859"	"index"	"békés"	0.129496203904956
"2860"	"szélsoséges"	"békés"	0.120550171046638
"2861"	"jogosult"	"békés"	0.121214498129713
"2862"	"dühös"	"békés"	0.112460557665181
"2863"	"kulturális"	"békés"	0.137859091854201
"2864"	"kisebbség"	"békés"	0.118556684173943
"2865"	"angol"	"békés"	0.129550361245757
"2866"	"fenyegetés"	"békés"	0.114576029065752
"2867"	"ukrán"	"békés"	0.226644202080812
"2868"	"mandátum"	"békés"	0.12078085425697
"2869"	"holokauszt"	"békés"	0.121460588858537
"2870"	"hadsereg"	"békés"	0.114866478134457
"2871"	"angela"	"békés"	0.103261391396759
"2872"	"kapcsolatos"	"szándék"	0.152480472889315
"2873"	"állam"	"szándék"	0.147192529688338
"2874"	"tény"	"szándék"	0.107959374994971
"2875"	"nyer"	"szándék"	0.106296970378939
"2876"	"nemzeti"	"szándék"	0.121235421395777
"2877"	"alacsony"	"szándék"	0.11333371503992
"2878"	"történelmi"	"szándék"	0.135467572873022
"2879"	"magyarázat"	"szándék"	0.143343386995925
"2880"	"akadály"	"szándék"	0.11081984914091
"2881"	"akció"	"szándék"	0.162714996236988
"2882"	"tegnapi"	"szándék"	0.102276227131387
"2883"	"társadalmi"	"szándék"	0.12576194120307
"2884"	"toll"	"szándék"	0.136778304886472
"2885"	"kérdoív"	"szándék"	0.147710662487237
"2886"	"szempont"	"szándék"	0.136090266622327
"2887"	"kínai"	"szándék"	0.122940077116259
"2888"	"akarat"	"szándék"	0.229138171327138
"2889"	"fok"	"szándék"	0.1499897023875
"2890"	"kék"	"szándék"	0.14208659916058
"2891"	"nemzetállam"	"szándék"	0.10573199453828
"2892"	"szuverenitás"	"szándék"	0.152304574138627
"2893"	"korvin"	"szándék"	0.116024026703451
"2894"	"emlékmu"	"szándék"	0.112329823172234
"2895"	"vezeto"	"érkezik"	0.145807315999439
"2896"	"enged"	"érkezik"	0.103298096574308
"2897"	"elol"	"érkezik"	0.137198610627826
"2898"	"menekülo"	"érkezik"	0.103693557827584
"2899"	"menekült"	"érkezik"	0.170255703462362
"2900"	"terrorista"	"érkezik"	0.144707666540282
"2901"	"segítség"	"érkezik"	0.121479463569521
"2902"	"bevándorló"	"érkezik"	0.109880032350336
"2903"	"helyszín"	"érkezik"	0.134584599420959
"2904"	"miután"	"érkezik"	0.1158903702659
"2905"	"utóbbi"	"érkezik"	0.101704563626145
"2906"	"jellemzo"	"érkezik"	0.112186127654531
"2907"	"szám"	"érkezik"	0.127254630848357
"2908"	"érkezo"	"érkezik"	0.178800815267647
"2909"	"élelmiszer"	"érkezik"	0.104152224424119
"2910"	"olaszországi"	"érkezik"	0.126771786852986
"2911"	"hatóság"	"érkezik"	0.112607863036519
"2912"	"közt"	"érkezik"	0.117794417017559
"2913"	"nyom"	"érkezik"	0.109674366200728
"2914"	"dél"	"érkezik"	0.102754802435591
"2915"	"szerte"	"érkezik"	0.112620668313443
"2916"	"menekülttábor"	"érkezik"	0.120965710483602
"2917"	"tiltakozó"	"érkezik"	0.176519170653583
"2918"	"tízezer"	"érkezik"	0.160775254122808
"2919"	"ingyenes"	"érkezik"	0.127042776159789
"2920"	"menekültáradat"	"érkezik"	0.103036912559962
"2921"	"gondol"	"szeret"	0.125081783400334
"2922"	"ismer"	"szeret"	0.128293539497542
"2923"	"is"	"szeret"	0.244930602836645
"2924"	"vesz"	"szeret"	0.152062138292619
"2925"	"épül"	"szeret"	0.111569653792453
"2926"	"mond"	"szeret"	0.156740563725915
"2927"	"gond"	"szeret"	0.141036661065952
"2928"	"ha"	"szeret"	0.26640475420855
"2929"	"talál"	"szeret"	0.100417775090011
"2930"	"hely"	"szeret"	0.127105709026933
"2931"	"mennyi"	"szeret"	0.106856634289553
"2932"	"kerül"	"szeret"	0.123920091908934
"2933"	"fog"	"szeret"	0.112027872805767
"2934"	"hisz"	"szeret"	0.130296406916339
"2935"	"fordul"	"szeret"	0.123576102852128
"2936"	"annyira"	"szeret"	0.128514662308188
"2937"	"mindegy"	"szeret"	0.125750097208929
"2938"	"létezés"	"szeret"	0.132311959122039
"2939"	"önmaga"	"szeret"	0.121980294770134
"2940"	"jár"	"szeret"	0.105210899071918
"2941"	"város"	"szeret"	0.12069833779878
"2942"	"él"	"szeret"	0.15544200203059
"2943"	"mégis"	"szeret"	0.102173976429309
"2944"	"tesz"	"szeret"	0.1809073413517
"2945"	"dolog"	"szeret"	0.130059598233198
"2946"	"akar"	"szeret"	0.139340366096748
"2947"	"inkább"	"szeret"	0.152313548887685
"2948"	"állapot"	"szeret"	0.105739839033493
"2949"	"sokan"	"szeret"	0.108229703147736
"2950"	"mondat"	"szeret"	0.112238012259884
"2951"	"szív"	"szeret"	0.117896148283193
"2952"	"tud"	"szeret"	0.228676589886185
"2953"	"nehéz"	"szeret"	0.118401599539451
"2954"	"komoly"	"szeret"	0.10356234149741
"2955"	"szó"	"szeret"	0.141934603345812
"2956"	"diktatúra"	"szeret"	0.131980593528338
"2957"	"élet"	"szeret"	0.200155231632939
"2958"	"annyi"	"szeret"	0.104932137213144
"2959"	"érez"	"szeret"	0.151866499579524
"2960"	"délután"	"szeret"	0.115824109075798
"2961"	"egyáltalán"	"szeret"	0.135001950673857
"2962"	"rossz"	"szeret"	0.111390697709934
"2963"	"egymás"	"szeret"	0.151208462993331
"2964"	"ragaszkodik"	"szeret"	0.153353077574153
"2965"	"érdemes"	"szeret"	0.144967785694428
"2966"	"marad"	"szeret"	0.10877186649178
"2967"	"siker"	"szeret"	0.113855571355216
"2968"	"azaz"	"szeret"	0.111303387091444
"2969"	"kicsi"	"szeret"	0.101703563090765
"2970"	"száj"	"szeret"	0.13049216927438
"2971"	"valahogy"	"szeret"	0.142683499360869
"2972"	"szerelem"	"szeret"	0.124683335922674
"2973"	"iszik"	"szeret"	0.102154985927699
"2974"	"balázs"	"szeret"	0.230812866253749
"2975"	"lélek"	"szeret"	0.149807467583497
"2976"	"méltó"	"szeret"	0.109757048536177
"2977"	"leír"	"szeret"	0.124726668703026
"2978"	"felhív"	"szeret"	0.142722434373904
"2979"	"gyulöl"	"szeret"	0.148781889891752
"2980"	"elmagyaráz"	"szeret"	0.113402278988912
"2981"	"közé"	"szeret"	0.104055232519269
"2982"	"áder"	"szeret"	0.139017891395567
"2983"	"jóisten"	"szeret"	0.225930081265403
"2984"	"szurkol"	"szeret"	0.115972413653315
"2985"	"bor"	"szeret"	0.121173420225614
"2986"	"berkecz"	"szeret"	0.23754782402173
"2987"	"irak"	"ország"	0.141029808925597
"2988"	"muszlim"	"ország"	0.12767016332103
"2989"	"keresztény"	"ország"	0.119877185735738
"2990"	"veszély"	"ország"	0.13733065967377
"2991"	"is"	"ország"	0.246247285236172
"2992"	"év"	"ország"	0.205248640448
"2993"	"fogad"	"ország"	0.10031602178855
"2994"	"vezeto"	"ország"	0.113424396916887
"2995"	"arab"	"ország"	0.132860344834523
"2996"	"érkezik"	"ország"	0.131198479237893
"2997"	"cél"	"ország"	0.149148048618259
"2998"	"iszlám"	"ország"	0.10486737062657
"2999"	"európa"	"ország"	0.186889279531393
"3000"	"gazdag"	"ország"	0.109083667821237
"3001"	"németország"	"ország"	0.167209674663107
"3002"	"kapcsolatos"	"ország"	0.125837813395818
"3003"	"intézkedés"	"ország"	0.114532170088054
"3004"	"helyzet"	"ország"	0.184578303671437
"3005"	"jön"	"ország"	0.114976750023914
"3006"	"szaúd"	"ország"	0.101705059936519
"3007"	"gyors"	"ország"	0.129232952577295
"3008"	"európai"	"ország"	0.202242578729544
"3009"	"talál"	"ország"	0.113485924707105
"3010"	"jog"	"ország"	0.158974040970928
"3011"	"eu"	"ország"	0.19518879738287
"3012"	"számos"	"ország"	0.116819596238631
"3013"	"elfogad"	"ország"	0.111443774612187
"3014"	"okoz"	"ország"	0.108581494386973
"3015"	"ellenség"	"ország"	0.119272975660976
"3016"	"menekülo"	"ország"	0.137065730393609
"3017"	"menekült"	"ország"	0.199307181224659
"3018"	"kerül"	"ország"	0.122351895672939
"3019"	"állam"	"ország"	0.173758685631738
"3020"	"kormány"	"ország"	0.154007676498935
"3021"	"mindannyi"	"ország"	0.109594648092674
"3022"	"miatt"	"ország"	0.117519829529891
"3023"	"nyugati"	"ország"	0.135341161292764
"3024"	"utcai"	"ország"	0.114684938571124
"3025"	"kelet"	"ország"	0.131658681315407
"3026"	"folytat"	"ország"	0.114653943702255
"3027"	"él"	"ország"	0.164717692116377
"3028"	"lakosság"	"ország"	0.134086605420133
"3029"	"segítség"	"ország"	0.116444412979571
"3030"	"tesz"	"ország"	0.176522318788025
"3031"	"állami"	"ország"	0.127896369998476
"3032"	"biztonságos"	"ország"	0.218648359031542
"3033"	"bevándorló"	"ország"	0.152893326803699
"3034"	"tart"	"ország"	0.135777299130825
"3035"	"rész"	"ország"	0.160858573727094
"3036"	"hangsúlyoz"	"ország"	0.112857246520645
"3037"	"le"	"ország"	0.113193356307276
"3038"	"francia"	"ország"	0.10773341692444
"3039"	"ad"	"ország"	0.134459259032225
"3040"	"eset"	"ország"	0.146496523421167
"3041"	"hatékony"	"ország"	0.131694981076856
"3042"	"azonnal"	"ország"	0.104451760626445
"3043"	"határ"	"ország"	0.219471570634645
"3044"	"jelent"	"ország"	0.159905572483915
"3045"	"millió"	"ország"	0.129349845688841
"3046"	"figyelem"	"ország"	0.123060041784736
"3047"	"folyamatos"	"ország"	0.149586473871373
"3048"	"komoly"	"ország"	0.100218499665376
"3049"	"helyett"	"ország"	0.139851386204712
"3050"	"hoz"	"ország"	0.105373113027882
"3051"	"politikai"	"ország"	0.156434401012349
"3052"	"ehelyett"	"ország"	0.114755708638666
"3053"	"demokrácia"	"ország"	0.128702557244303
"3054"	"szám"	"ország"	0.11325211768076
"3055"	"jelentos"	"ország"	0.151361067136252
"3056"	"valóban"	"ország"	0.10069903767089
"3057"	"ugyanakkor"	"ország"	0.125607193840287
"3058"	"segít"	"ország"	0.13689298101259
"3059"	"dönt"	"ország"	0.11804337384033
"3060"	"folyamat"	"ország"	0.117298442061726
"3061"	"sor"	"ország"	0.154294561768306
"3062"	"pénzügyi"	"ország"	0.228578270816144
"3063"	"költség"	"ország"	0.120782311412216
"3064"	"védelem"	"ország"	0.104882838274493
"3065"	"magyarország"	"ország"	0.23066473266764
"3066"	"ötlet"	"ország"	0.152773439026028
"3067"	"gazdaság"	"ország"	0.130941012036713
"3068"	"hiány"	"ország"	0.1333234125736
"3069"	"nyer"	"ország"	0.12278251543696
"3070"	"további"	"ország"	0.146241444913188
"3071"	"siker"	"ország"	0.104794111013616
"3072"	"azaz"	"ország"	0.113973543442227
"3073"	"megért"	"ország"	0.139268313054943
"3074"	"nemzetközi"	"ország"	0.183349789717899
"3075"	"külso"	"ország"	0.14300842145087
"3076"	"adott"	"ország"	0.117274814795572
"3077"	"akár"	"ország"	0.134377676044313
